"","code.sh","year","errad_aerea","lag.ataqinst_ELN","lag.H_coca","lag.errad_manual","H_Coca_mayor3","lag.DF_gast_inv","errad_manual","lag.lotes_coca","lotes_coca","lag.g_terreno","eb_mr","imr","lag.gini","Litr","lag.eb_pir"
"36",5038,2010,0,NA,2.6,7.52266666666667,0,80.2128572310576,0,1.33333333333333,0,0.70200001001358,3.22611966210692,28.1774733570203,NA,NA,3.74780950886798
"37",5040,2001,0,0,143.207083333333,28.8904166666667,59.5666666666667,73.7892943436099,11,103.458333333333,193.666666666667,0.636328602243639,NA,NA,NA,NA,NA
"38",5040,2004,714.3,0,334.375,83.0441666666667,92.6666666666667,80.2981040832408,24.18,307.916666666667,599.666666666667,0.669588599824259,10.54558196438,25.96,0.506200015544891,83.08736,NA
"39",5040,2007,1418.59,0,439.125,683.670833333333,99,81.5462456140745,613.67,361.291666666667,788.666666666667,0.650000005960464,8.86204732681654,24.8033333333333,NA,NA,NA
"40",5040,2010,743.213333333333,NA,249.666666666667,311.44125,1.33333333333333,84.3152264875178,102.493333333333,308.708333333333,432.333333333333,0.670851197441419,3.07834277966322,22.4943333333334,NA,NA,3.26631184468999
"41",5042,2001,0,0,0,0,0,70.0224164839932,0,0,0,0.703940365808142,NA,NA,NA,NA,NA
"42",5042,2004,0,0,0,0.0381481481481481,0,78.1569792710315,0,0,0,0.754404422383562,6.9193908081664,20.9400000000001,0.504288901885351,83.18154,NA
"43",5042,2007,0,0,0,0.811481481481482,0,82.1455761796333,0,0,0,0.782962955810406,1.98391005843041,20.47,NA,NA,NA
"44",5042,2010,0,NA,0,0.148148148148148,0,84.2206903168646,0,0,0,0.776666654480828,2.97081684047347,19.5578053758707,NA,NA,2.88078992055944
"45",5044,2001,0,0,0,0,0,72.5812603410308,0,0,0,0.699316105910651,NA,NA,NA,NA,NA
"46",5044,2004,0,0,0.777777777777778,1.83055555555556,0,80.4374752765019,0,0.5,0,0.76141054899819,5.72454743480315,17.99,0.497600004076958,78.7338,NA
"47",5044,2007,0,0,0.222222222222222,0.492777777777778,0,82.6118297131372,0,0.222222222222222,0,0.809999995761447,3.62722458643051,17.19,NA,NA,NA
"48",5044,2010,0,NA,3,0,0,83.7621657034866,0,2.83333333333333,0,0.813333332538605,3.0435070045769,16.1233333333333,NA,NA,1.92424709753232
"49",5045,2001,0,0,42.7875,6.66666666666667,0,78.316278656608,0,27.0833333333333,0,0.695759577008398,NA,NA,NA,NA,NA
"50",5045,2004,0,0,207.586666666667,263.07,0,77.6876594370989,0,137.833333333333,0,0.710514071258918,3.88222361983329,14.5700000000001,0.476599991321564,80.88499,NA
"51",5045,2007,0,0,120.333333333333,404.753333333333,0,86.2597523283004,2.86,111.166666666667,3,0.682718336582184,3.47154747714679,14.2466666666667,NA,NA,NA
"52",5045,2010,10.5633333333333,NA,374.5,122.0675,0,89.9342270687388,0,312.916666666667,26.6666666666667,0.700870836774508,3.85093652227685,13.8133333333333,NA,NA,4.64280729626125
"53",5051,2001,0,0,0,2.43809523809524,0,74.4698407965103,0,0,0,0.697958056107988,NA,NA,NA,NA,NA
"54",5051,2004,0,0,12.3333333333333,1.96857142857143,0,86.4187987168462,0,10.6190476190476,0,0.705563981489073,1.04965197520687,26.63,0.483957137380328,75.33358,NA
"55",5051,2007,0,0,0.380952380952381,5.79714285714286,0,88.4537947761431,0,0.666666666666667,0,0.733197623775119,1.94189433205065,25.45,NA,NA,NA
"56",5051,2010,0,NA,1.85714285714286,0.785714285714286,0,85.7836678705535,0,2.09523809523809,0,0.736397152855283,2.11362388579012,23.860254464078,NA,NA,3.68092328407147
"57",5055,2001,0,0,0.0833333333333333,1.25,0,73.1484063559602,0,0.0833333333333333,0,0.690703049297604,NA,NA,NA,NA,NA
